Name,Occurrences
Aaron,17
Abiu,1
Abraham,1
Command Aaron,1
Dabri,1
Dan,1
falleth under,1
God,16
goeth upon,1
Holy Ghost,1
Hoof,1
Isaac,1
Jacob,1
jubilee,1
kinsman,1
Lord,27
Misael,1
Nadab,1
