Name,Occurrences
Abraham,1
Cappadocia,1
Father,1
Foreknown,1
God,5
Grace,1
Holy Ghost,1
Jesus,5
Jesus
Christ,1
Jesus Christ,3
Lord,4
Mark,1
Peter,2
Sara,1
Virtues,1
