Name,Occurrences
Epistles,1
Father,1
God,3
Gospel,1
Grace,1
Holy Ghost,1
Jesus,3
Jesus
Christ,1
Jesus Christ,2
Lord,3
Paul,1
Saviour Jesus,1
Saviour Jesus
Christ,1
Saviour Jesus Christ,1
Simon Peter,1
Sodomites,1
Son,1
the Holy Ghost,1
