Name,Occurrences
Epistles,1
faithful minister,1
Father,3
Gentile,1
God,4
Godhead,1
Gospel,1
Grace,2
Holy Ghost,1
Jesus,4
Jesus
Christ,1
Jesus Christ,3
Lord,4
Luke,1
Mark,1
Menander,1
Nymphas,1
Paul,3
Simon,1
Timothy,1
wherein,1
Wherein,1
Whereof,1
