Name,Occurrences
828,1
Abraham,3
Adam,2
Aquila,1
Benjamin,1
Blessed,2
David,3
Elias,1
Epenetus,1
Ephesus,1
Father,5
Gentiles,5
God,16
Grace,1
Greeks,1
Holy Ghost,4
Isaac,1
Jacob,2
Jason,1
Jesus,13
Jesus
Christ,3
Jesus Christ,8
Jezabel,1
John 2021,1
Junias,1
Lord,14
Lucius,1
Mary,1
Narcissus,1
Paul,2
Pharao,1
Phebe,1
Phil,1
Prisca,1
Quartus,1
risen,1
Rom,1
Sabbath,1
Salute Apellas,1
Sara,2
Sin,1
Sion,1
Sosipater,1
St Matt,1
Tertius,1
Tryphaena,1
Urbanus,1
