Name,Occurrences
Aminadab,1
Aram,1
Bethlehem Juda,1
Booz,3
Booz marrieth Ruth,1
David,1
Elimelech,1
Esron,1
Father,1
God,2
Hebrews,1
Juda,2
kinsman,2
Lia,1
Lord,4
Mara,1
Moab,3
Nathan,1
Noemi,4
Obed,1
Orpha,1
Rachel,1
Rest,1
Ruth,4
Samuel,1
Saul,1
Thamar,1
